62	63	0.0009590806101084049
63	65	0.007536245066256419
65	66	0.003367212226220771
66	67	0.005365203816348411
67	68	0.0038721042665573156
68	71	0.003891117365125086
71	103	0.024851971263038355
103	106	0.01123732214958664
106	34	0.04198164348736355
106	46	0.03877205772394196
103	37	0.045963216208421434
71	36	0.1041857137975269
68	80	0.011707595622761854
80	81	0.0033868220994634005
81	98	0.016551387165629226
98	101	0.006977567658506375
101	14	0.06021040124495294
101	44	0.04678825286002688
98	55	0.04315702184351246
81	24	0.08674605563383242
80	99	0.010787134831895938
99	112	0.03129593309485018
112	116	0.01357275750138551
116	30	0.03437232350422122
116	60	0.026192952404257924
112	35	0.04867488718232915
99	22	0.08932990808953746
67	78	0.012047371879293542
78	83	0.012072531384759593
83	91	0.013850279424964446
91	102	0.0042326908787573
102	104	0.00461971797754652
104	13	0.08027246549187768
104	51	0.0825808319509218
102	105	0.006568034377769752
105	110	0.01774731776887313
110	117	0.02551750006866806
117	9	0.0812659224187656
117	59	0.07620379494328017
110	50	0.08249057530145307
105	115	0.030284310764101298
115	10	0.06140957579382881
115	57	0.054337395942375764
91	107	0.025745017734970836
107	109	0.0051033376733571195
109	27	0.06864677966576939
109	40	0.09420651777703008
107	5	0.08910931373983265
83	119	0.1885807434552509
119	120	0.021519817143917923
120	1	0.11558728927618221
120	2	0.12465497182745171
119	3	0.13224868891260966
78	79	0.003887751240051144
79	84	0.01164832499523913
84	89	0.014160641988267338
89	26	0.08221338144106903
89	49	0.07592928343107093
84	39	0.12042886003057521
79	85	0.010689063547829501
85	86	0.003750903342218323
86	88	0.005613486288694479
88	95	0.013284725727157193
95	111	0.025448997629839272
111	113	0.010918993943472415
113	114	0.0005653729682161424
114	25	0.02269134564107773
114	29	0.02037729500495188
113	23	0.021978368619939986
111	28	0.03803793741588156
95	21	0.05151937383718629
88	96	0.01470568477082397
96	20	0.08460572486060375
96	54	0.050656724668332986
86	90	0.01007263101446837
90	92	0.005729662191952478
92	93	0.0013553074664611822
93	94	0.00415186926943133
94	118	0.04544912873689792
118	16	0.047646454629170526
118	33	0.03378019409222921
94	52	0.060540104102940584
93	97	0.004848803678078762
97	7	0.07728323145655751
97	8	0.0727840632944519
92	4	0.07086037221052402
90	11	0.07220607132083351
85	56	0.07812361034805759
66	12	0.09776246185097368
65	76	0.012078645893574396
76	77	0.0023891662898861375
77	82	0.007496408947704619
82	87	0.007636064078222121
87	15	0.07263424979293925
87	48	0.10367799785174447
82	45	0.07042584709270655
77	41	0.06484544838742325
76	108	0.038576513387099054
108	17	0.035253679734257276
108	18	0.03136812376506978
63	72	0.0073581300224622465
72	100	0.014264497765126033
100	31	0.08054502277668496
100	32	0.06481163940366497
72	58	0.09946363144079592
63	64	0.0037682791256808366
64	69	0.011493879671640176
69	70	0.0024041526250210207
70	19	0.09131794024319574
70	42	0.09576146756299538
69	6	0.06892828344496552
64	74	0.013825770395654583
74	75	0.0028196359127497517
75	53	0.09547367693712745
75	61	0.05728540785425883
74	43	0.07019516893247232
63	73	0.00964861185682252
73	38	0.05966478144978131
73	47	0.06483050791764804
